"LatD", "LatM", "LatS", "LonD", "LonM", "LonS"
   2018,003,9,9,08,0
   2018,003,9,9,09,0
   2018,003,9,9,12,0
   2018,003,9,9,13,0
   2018,003,9,9,14,0
   2018,003,9,9,15,0
   2018,003,9,9,16,0
   2018,003,9,9,17,0
   2018,003,9,9,18,0
   2018,003,9,9,99,..C
   2018,003,9,9,9999,0
   2018,003,9,9,77,0
   2018,003,77,1,01,1254
   2018,003,77,1,02,10917
   2018,003,77,1,03,3324
   2018,003,77,1,04,2100
   2018,003,77,1,05,375
   2018,003,77,1,06,1077
   2018,003,77,1,07,840
   2018,003,77,1,08,1575
   2018,003,77,1,09,3066
   2018,003,77,1,12,204
   2018,003,77,1,13,3642
   2018,003,77,1,14,1179
   2018,003,77,1,15,618
   2018,003,77,1,16,252
   2018,003,77,1,17,276
   2018,003,77,1,18,270
   2018,003,77,1,99,..C
   2018,003,77,1,9999,30984
   2018,003,77,1,77,30978
   2018,003,77,2,01,1134
   2018,003,77,2,02,10278
   2018,003,77,2,03,2988
   2018,003,77,2,04,1965
   2018,003,77,2,05,339
   2018,003,77,2,06,1107
   2018,003,77,2,07,807
   2018,003,77,2,08,1518
   2018,003,77,2,09,2886
   2018,003,77,2,12,156
   2018,003,77,2,13,3318
   2018,003,77,2,14,1143
   2018,003,77,2,15,573
   2018,003,77,2,16,252
   2018,003,77,2,17,267
   2018,003,77,2,18,252
   2018,003,77,2,99,..C
   2018,003,77,2,9999,28989
   2018,003,77,2,77,28983
   2018,003,77,9,01,2388
   2018,003,77,9,02,21195
   2018,003,77,9,03,6312
   2018,003,77,9,04,4065
   2018,003,77,9,05,714
   2018,003,77,9,06,2187
   2018,003,77,9,07,1650
   2018,003,77,9,08,3096
   2018,003,77,9,09,5952
   2018,003,77,9,12,363
   2018,003,77,9,13,6960
   2018,003,77,9,14,2325
   2018,003,77,9,15,1191
   2018,003,77,9,16,504
   2018,003,77,9,17,540
   2018,003,77,9,18,522
   2018,003,77,9,99,9
   2018,003,77,9,9999,59970
   2018,003,77,9,77,59964
   2018,003,9999,1,01,1254
   2018,003,9999,1,02,10917
   2018,003,9999,1,03,3324
   2018,003,9999,1,04,2100
   2018,003,9999,1,05,375
   2018,003,9999,1,06,1077
   2018,003,9999,1,07,840
   2018,003,9999,1,08,1575
   2018,003,9999,1,09,3066
   2018,003,9999,1,12,204
   2018,003,9999,1,13,3642
   2018,003,9999,1,14,1179
   2018,003,9999,1,15,618
   2018,003,9999,1,16,252
   2018,003,9999,1,17,276
   2018,003,9999,1,18,270
   2018,003,9999,1,99,3
   2018,003,9999,1,9999,30984
   2018,003,9999,1,77,30978
   2018,003,9999,2,01,1134
   2018,003,9999,2,02,10278
   2018,003,9999,2,03,2988
   2018,003,9999,2,04,1965
   2018,003,9999,2,05,339
   2018,003,9999,2,06,1107
   2018,003,9999,2,07,807
   2018,003,9999,2,08,1518
   2018,003,9999,2,09,2886
   2018,003,9999,2,12,156
   2018,003,9999,2,13,3318
   2018,003,9999,2,14,1143
   2018,003,9999,2,15,573
   2018,003,9999,2,16,252
   2018,003,9999,2,17,267
   2018,003,9999,2,18,252
   2018,003,9999,2,99,6
   2018,003,9999,2,9999,28989
   2018,003,9999,2,77,28983
   2018,003,9999,9,01,2388
   2018,003,9999,9,02,21195
   2018,003,9999,9,03,6312
   2018,003,9999,9,04,4065
   2018,003,9999,9,05,714
   2018,003,9999,9,06,2187
   2018,003,9999,9,07,1650
   2018,003,9999,9,08,3096
   2018,003,9999,9,09,5952
   2018,003,9999,9,12,363
   2018,003,9999,9,13,6960
   2018,003,9999,9,14,2325
   2018,003,9999,9,15,1191
   2018,003,9999,9,16,504
   2018,003,9999,9,17,540
   2018,003,9999,9,18,522
   2018,003,9999,9,99,9
   2018,003,9999,9,9999,59970
   2018,003,9999,9,77,59964
   2018,004,1,1,01,783
   2018,004,1,1,02,5286
   2018,004,1,1,03,2184
   2018,004,1,1,04,1419
   2018,004,1,1,05,201
   2018,004,1,1,06,777
   2018,004,1,1,07,657
   2018,004,1,1,08,1191
   2018,004,1,1,09,2214
   2018,004,1,1,12,162
   2018,004,1,1,13,2874
   2018,004,1,1,14,1050
   2018,004,1,1,15,582
   2018,004,1,1,16,285
   2018,004,1,1,17,243
   2018,004,1,1,18,207
   2018,004,1,1,99,..C
   2018,004,1,1,9999,20118
   2018,004,1,1,77,20118
   2018,004,1,2,01,801
   2018,004,1,2,02,5040
   2018,004,1,2,03,2211
   2018,004,1,2,04,1395
   2018,004,1,2,05,186
   2018,004,1,2,06,804
   2018,004,1,2,07,690
   2018,004,1,2,08,1134
   2018,004,1,2,09,2160
   2018,004,1,2,12,165
   2018,004,1,2,13,2673
   2018,004,1,2,14,1044
   2018,004,1,2,15,531
   2018,004,1,2,16,252
   2018,004,1,2,17,249
   2018,004,1,2,18,243
   2018,004,1,2,99,..C
   2018,004,1,2,9999,19581
   2018,004,1,2,77,19578
   2018,004,1,9,01,1584
   2018,004,1,9,02,10329
   2018,004,1,9,03,4392
   2018,004,1,9,04,2814
   2018,004,1,9,05,387
   2018,004,1,9,06,1581
   2018,004,1,9,07,1350
   2018,004,1,9,08,2325
   2018,004,1,9,09,4374
   2018,004,1,9,12,327
   2018,004,1,9,13,5547
   2018,004,1,9,14,2094
   2018,004,1,9,15,1113
   2018,004,1,9,16,537
   2018,004,1,9,17,495
   2018,004,1,9,18,453
   2018,004,1,9,99,..C
   2018,004,1,9,9999,39702
   2018,004,1,9,77,39699
   2018,004,2,1,01,678
   2018,004,2,1,02,1977
   2018,004,2,1,03,1197
   2018,004,2,1,04,924
   2018,004,2,1,05,219
   2018,004,2,1,06,516
   2018,004,2,1,07,285
   2018,004,2,1,08,579
   2018,004,2,1,09,738
   2018,004,2,1,12,39
   2018,004,2,1,13,633
   2018,004,2,1,14,210
   2018,004,2,1,15,168
   2018,004,2,1,16,51
   2018,004,2,1,17,48
   2018,004,2,1,18,57
   2018,004,2,1,99,..C
   2018,004,2,1,9999,8319
   2018,004,2,1,77,8319
   2018,004,2,2,01,642
   2018,004,2,2,02,1845
   2018,004,2,2,03,1113
   2018,004,2,2,04,927
   2018,004,2,2,05,243
   2018,004,2,2,06,489
   2018,004,2,2,07,252
   2018,004,2,2,08,555
   2018,004,2,2,09,732
   2018,004,2,2,12,48
   2018,004,2,2,13,624
   2018,004,2,2,14,210
   2018,004,2,2,15,162
   2018,004,2,2,16,45
   2018,004,2,2,17,57
   2018,004,2,2,18,69
   2018,004,2,2,99,..C
   2018,004,2,2,9999,8013
   2018,004,2,2,77,8010
   2018,004,2,9,01,1320
   2018,004,2,9,02,3822
   2018,004,2,9,03,2307
   2018,004,2,9,04,1851
   2018,004,2,9,05,462
   2018,004,2,9,06,1005
   2018,004,2,9,07,534
   2018,004,2,9,08,1134
   2018,004,2,9,09,1470
   2018,004,2,9,12,87
   2018,004,2,9,13,1254
   2018,004,2,9,14,417
   2018,004,2,9,15,330
   2018,004,2,9,16,96
   2018,004,2,9,17,108
   2018,004,2,9,18,126
